A,B,C,D,E
Dans_les_parvis,Divine_Amour,Je_lève_mes_yeux,Tu_es_digne_de_gloire,Dieu_de_gloire
Dans_les_parvis,Divine_Amour,Je_lève_mes_yeux,Yahwe_tu_est_digne_d_être_adoré,Nous_nous_prosternons
Tu_es_mon_Dieu,Il_est_vivant_Jésus,Alleluia,Jéhovah,Alleluia_hosanna
Tu_es_mon_Dieu,Il_est_vivant_Jésus,Jehova_est_son_nom,Nkolo_Yesu_ozali_nzambe,Moko_te
Likolo_na_se,Jéhovah_est_son_nom,Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau
Likolo_na_se,Jéhovah_est_son_nom,Assis_sur_ton_trône,Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut
Likolo_na_se,Jéhovah_est_son_nom,Assis_sur_ton_trône,Jésus_nous_te_couronnons,Nous_élevons_ton_Nom_plus_haut
Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Il_a_promis,Mon_ame_bénit_l_Éternel
Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Il_a_promis,Mon_âme_béni_l_Eternel
Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua
Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Oza_malamu
Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Un_jour_je_sais
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,J_entre_dans_le_saint_des_saints,Masiya_azali_lisekua
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_ame_soupire_apres_toi,Il_a_promis
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_ame_soupire_apres_toi,Je_ramène_mon_coeur_au_trône
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_âme_soupir,Il_a_promis
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Na_likolo,Matondo_na_yo
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Dans_les_cieux
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Masiya_azali_lisekua
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Nzambe_monene
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Revetu_de_gloire
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Tout_genoux_flechissent
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,Tout_genoux_fléchissent
Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut,jamais
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau,Alpha_Oméga
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau,Oui_je_le_vois
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau,Parfum
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau,Sa_main_nous_touche
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau,Tu_es_Yahwe
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,Il_y_a_une_puissance_dans_le_nom_de_Jésus
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,J_entre_dans_le_saint_des_saints
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,Je_me_livre_totalement
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,Je_t_aime_tu_le_sais
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,Le_nom_de_Jésus
Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône,Père_nous_t_adorons
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Emmanuel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Emmanuel_est_là
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Je_veux_t_adorer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Majesté
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Plus_près_de_toi
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel,Rien_n_est_égal
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Je_veux_t_adorer,Gloire
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Abrite_moi
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,De_gloire_en_gloire
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Je_loue_ton_nom_Eternel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Masiya_azali_lisekua
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Mon_coeur_adore
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Nous_avons_Jésus
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté,Yeshoua
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Plus_près_de_toi,Je_veux_exprimer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Quand_je_contemple_ta_sainteté,Mon_âme_soupir
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Rien_n_est_égal,Sans_pareil
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Je_reconnais,Car_il_est_glorieux
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Je_reconnais,Dieu_est_fidèle
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Je_reconnais,Gloire_à_l_agneau
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se,Je_veux_exprimer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se,Jéhovah_est_son_nom
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se,Le_nom_de_Jésus
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se,Tout_honneur
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se,Yaya
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua,Alleluia_eh
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua,Alléluia
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua,Dignes_es_tu
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua,Eliya
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua,Je_veux_exprimer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Alpha_Oméga,Entre_tes_mains
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Alpha_Oméga,Tu_es_Emmanuel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Alpha_Oméga,Tu_es_digne
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Oui_je_le_vois,Dans_les_cieux
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Oui_je_le_vois,De_gloire_en_gloire
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Oui_je_le_vois,Ouvres_les_écluses_des_cieux
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Oui_je_le_vois,Rien_n_est_égal
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Parfum,Entre_tes_mains
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Parfum,Tu_es_digne
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Sa_main_nous_touche,Oui_je_le_vois
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Sa_main_nous_touche,Ouvres_les_écluses_des_cieux
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe,Emmanuel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe,Il_s_appelle_Emmanuel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe,Le_nom_de_Jésus
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe,Parfum
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle,Je_ramene_mon_coeur_au_trone
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle,Rien_n_est_égal
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle,Tu_es_Yahwe
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle,Yahwe_na_ye_kokumamela_ye
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau,Alpha_Oméga
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau,Oui_je_le_vois
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau,Parfum
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau,Sa_main_nous_touche
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau,Tu_es_Yahwe
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Abrite_moi,Et_moi
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Emmanuel
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Fais_moi_monter
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Gloire_à_l_agneau
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Je_reconnais
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Majesté
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Plus_haut
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire,Que_ta_présence_en_moi
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Je_loue_ton_nom_Eternel,Je_veux_exprimer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua,Alleluia_eh
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua,Alléluia
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua,Dignes_es_tu
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua,Eliya
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua,Je_veux_exprimer
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Mon_coeur_adore,Tout_genoux_flechissent
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Nous_avons_Jésus,L_heure_de_la_victoire
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Nous_avons_Jésus,Plus_haut
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Nous_avons_Jésus,Plus_haut_Plus_haut
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Nous_avons_Jésus,Plus_haut_plus_haut
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Yeshoua,Mon_coeur_adore
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Plus_haut,Yeshoua,Mon_coeur_adore
Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Que_ta_présence_en_moi,Que_tout_les_autres_noms,Jésus_nous_te_couronnons
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramene_mon_coeur_au_trone,Je_me_livre_totalement
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,Il_y_a_une_puissance_dans_le_nom_de_Jésus
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,J_entre_dans_le_saint_des_saints
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,Je_me_livre_totalement
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,Je_t_aime_tu_le_sais
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,Le_nom_de_Jésus
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Je_ramène_mon_coeur_au_trône,Père_nous_t_adorons
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Rien_n_est_égal,Le_nom_de_Jésus
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Rien_n_est_égal,Masiya_azali_lisekua
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Rien_n_est_égal,Sans_pareil
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Tu_es_Yahwe,Emmanuel
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Tu_es_Yahwe,Il_s_appelle_Emmanuel
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Tu_es_Yahwe,Le_nom_de_Jésus
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Tu_es_Yahwe,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Tu_es_Yahwe,Parfum
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Yahwe_na_ye_kokumamela_ye,Oza_malamu
Oui_je_le_vois,Dans_les_cieux,Dieu_est_fidèle,Yahwe_na_ye_kokumamela_ye,Un_jour_je_sais
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,J_entre_dans_le_saint_des_saints,Masiya_azali_lisekua
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Mon_ame_soupire_apres_toi,Il_a_promis
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Mon_ame_soupire_apres_toi,Je_ramène_mon_coeur_au_trône
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Mon_âme_soupir,Il_a_promis
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Na_likolo,Matondo_na_yo
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Dans_les_cieux
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Masiya_azali_lisekua
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Nzambe_monene
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Revetu_de_gloire
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Tout_genoux_flechissent
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,Tout_genoux_fléchissent
Oui_je_le_vois,Dans_les_cieux,Nous_nous_prosternons,Roi_de_mon_salut,jamais
Akumama,Ah_nini_Yesu,Wamilele,Nakotika_te_Yesu_apona_ngai,Masiya_akumama
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Emmanuel_est_là
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Je_veux_t_adorer
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Majesté
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Plus_près_de_toi
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Quand_je_contemple_ta_sainteté
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Emmanuel,Rien_n_est_égal
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Je_reconnais
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Likolo_na_se
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Fais_moi_monter,Masiya_azali_lisekua
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Alpha_Oméga
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Oui_je_le_vois
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Parfum
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Sa_main_nous_touche
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Gloire_à_l_agneau,Tu_es_Yahwe
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Car_il_est_glorieux
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Dieu_est_fidèle
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Je_reconnais,Gloire_à_l_agneau
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Abrite_moi
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,De_gloire_en_gloire
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Je_loue_ton_nom_Eternel
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Masiya_azali_lisekua
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Mon_coeur_adore
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Nous_avons_Jésus
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Majesté,Yeshoua
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Plus_haut,Moi_J_ai_trouvé_Jésus_Christ
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Plus_haut,Moi_j_ai_trouvé
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Plus_haut,Yeshoua
Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire,Que_ta_présence_en_moi,Que_tout_les_autres_noms
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Alpha_Oméga,Entre_tes_mains
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Alpha_Oméga,Tu_es_Emmanuel
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Alpha_Oméga,Tu_es_digne
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Je_t_aime_tu_le_sais,T_adorer
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Jésus_nous_te_couronnons,Nous_élevons_ton_Nom_plus_haut
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,L_amour_est_une_personne,Amoureux
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Le_nom_de_Jésus,Au_dessus_de_tout
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Le_nom_de_Jésus,Tu_es_Emmanuel
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Dans_les_cieux
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Revetu_de_gloire
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_flechissent
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_fléchissent
Yahwe_biso_tobelemi,Likolo_na_se,Je_veux_exprimer,Roi_de_mon_salut,jamais
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Assis_sur_ton_trône,Jésus_nous_te_couronnons
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Il_a_promis
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,J_entre_dans_le_saint_des_saints
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_ame_soupire_apres_toi
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Mon_âme_soupir
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Na_likolo
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Nous_nous_prosternons,Roi_de_mon_salut
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Gloire_à_l_agneau
Yahwe_biso_tobelemi,Likolo_na_se,Jéhovah_est_son_nom,Père_nous_t_adorons,Je_ramène_mon_coeur_au_trône
Yahwe_biso_tobelemi,Likolo_na_se,Le_nom_de_Jésus,Au_dessus_de_tout,Dieu_est_fidèle
Yahwe_biso_tobelemi,Likolo_na_se,Le_nom_de_Jésus,Au_dessus_de_tout,Jésus_nous_te_couronnons
Yahwe_biso_tobelemi,Likolo_na_se,Le_nom_de_Jésus,Au_dessus_de_tout,Seigneur_tu_es_plus_précieux
Yahwe_biso_tobelemi,Likolo_na_se,Le_nom_de_Jésus,Au_dessus_de_tout,Tout_honneur
